branch_code,payment_method_code,year,month,total_issued,total_paid
1,2,2022,6,0.000000,9555.580000
1,2,2022,7,0.000000,9525.380000
1,2,2022,8,0.000000,5537.950000
1,2,2022,9,0.000000,11809.070000
1,2,2022,10,0.000000,15360.060000
1,2,2022,11,0.000000,12516.300000
1,2,2022,12,0.000000,13155.600000
1,2,2023,1,0.000000,6119.000000
1,2,2023,2,0.000000,10384.200000
1,2,2023,3,0.000000,8123.000000
1,2,2023,4,0.000000,10555.950000
1,2,2023,5,0.000000,9167.990000
1,2,2023,6,0.000000,15102.860000
1,2,2023,7,0.000000,9157.130000
1,2,2023,8,0.000000,13038.000000
1,2,2023,9,0.000000,4575.520000
1,2,2023,10,0.000000,12982.530000
1,2,2023,11,0.000000,10826.500000
1,2,2023,12,0.000000,7629.000000
1,2,2024,1,0.000000,21632.510000
1,2,2024,2,0.000000,10106.000000
1,2,2024,3,0.000000,11615.490000
1,2,2024,4,0.000000,11192.850000
1,2,2024,5,0.000000,7061.150000
1,2,2024,6,0.000000,10238.500000
1,2,2024,7,0.000000,15255.700000
1,2,2024,8,0.000000,7980.000000
1,2,2024,9,0.000000,15189.330000
1,2,2024,10,0.000000,13736.000000
1,2,2024,11,0.000000,7407.000000
1,2,2024,12,0.000000,16391.000000
1,2,2025,1,0.000000,15297.990000
1,2,2025,2,0.000000,3927.000000
1,2,2025,3,0.000000,7743.000000
1,2,2025,4,0.000000,8710.000000
1,2,2025,5,0.000000,14501.500000
1,2,2025,6,0.000000,10919.500000
1,2,2025,7,0.000000,23625.290000
1,2,2025,8,0.000000,12141.000000
1,2,2025,9,0.000000,9457.500000
1,2,2025,10,0.000000,18586.000000
1,2,2025,11,0.000000,5811.000000
1,2,2025,12,0.000000,13484.500000
1,2,2026,1,0.000000,13532.000000
1,2,2026,2,0.000000,8372.500000
1,2,2026,3,0.000000,16042.000000
1,2,2026,4,0.000000,17835.800000
1,2,2026,5,0.000000,13930.000000
1,3,2012,11,0.000000,375.000000
1,3,2013,1,0.000000,7932.470000
1,3,2013,2,0.000000,2473.550000
1,3,2013,3,0.000000,4054.420000
1,3,2013,4,0.000000,3167.270000
1,3,2013,5,0.000000,1716.400000
1,3,2013,6,0.000000,3429.040000
1,3,2013,7,0.000000,1624.220000
1,3,2013,8,0.000000,2591.030000
1,3,2013,9,0.000000,2392.600000
1,3,2013,10,0.000000,2344.130000
1,3,2013,11,0.000000,1800.600000
1,3,2013,12,0.000000,5835.240000
1,3,2014,1,0.000000,2767.960000
1,3,2014,2,0.000000,2054.670000
1,3,2014,3,0.000000,2089.330000
1,3,2014,4,0.000000,2729.030000
1,3,2014,5,0.000000,4451.200000
1,3,2014,6,0.000000,1974.490000
1,3,2014,7,0.000000,4543.860000
1,3,2014,8,0.000000,2763.400000
1,3,2014,9,0.000000,1797.500000
1,3,2014,10,0.000000,3859.370000
1,3,2014,11,0.000000,3241.380000
1,3,2014,12,0.000000,4519.830000
1,3,2015,1,0.000000,3481.340000
1,3,2015,2,0.000000,2338.000000
1,3,2015,3,0.000000,3677.780000
1,3,2015,4,0.000000,1528.000000
1,3,2015,5,0.000000,4498.500000
1,3,2015,6,0.000000,1740.500000
1,3,2015,7,0.000000,3670.000000
1,3,2015,8,0.000000,3270.000000
1,3,2015,9,0.000000,1521.000000
1,3,2015,10,0.000000,5323.800000
1,3,2015,11,0.000000,5228.800000
1,3,2015,12,0.000000,5078.400000
1,3,2016,1,0.000000,3270.000000
1,3,2016,2,0.000000,4503.320000
1,3,2016,3,0.000000,3090.900000
1,3,2016,4,0.000000,2627.200000
1,3,2016,5,0.000000,5485.420000
1,3,2016,6,0.000000,3465.650000
1,3,2016,7,0.000000,4549.000000
1,3,2016,8,0.000000,3336.250000
1,3,2016,9,0.000000,3928.000000
1,3,2016,10,0.000000,4496.660000
1,3,2016,11,0.000000,3236.900000
1,3,2016,12,0.000000,8237.000000
1,3,2017,1,0.000000,2370.330000
1,3,2017,2,0.000000,2687.000000
1,3,2017,3,0.000000,4920.910000
1,3,2017,4,0.000000,3230.000000
1,3,2017,5,0.000000,1905.500000
1,3,2017,6,0.000000,2281.400000
1,3,2017,7,0.000000,5582.290000
1,3,2017,8,0.000000,3045.000000
1,3,2017,9,0.000000,4936.800000
1,3,2017,10,0.000000,4010.520000
1,3,2017,11,0.000000,2669.000000
1,3,2017,12,0.000000,4437.300000
1,3,2018,1,0.000000,9254.900000
1,3,2018,2,0.000000,2329.200000
1,3,2018,3,0.000000,3749.000000
1,3,2018,4,0.000000,2936.000000
1,3,2018,5,0.000000,1305.000000
1,3,2018,6,0.000000,6045.500000
1,3,2018,7,0.000000,4802.200000
1,3,2018,8,0.000000,2963.000000
1,3,2018,9,0.000000,2134.000000
1,3,2018,10,0.000000,1388.000000
1,3,2018,11,0.000000,1544.000000
1,3,2018,12,0.000000,2854.000000
1,3,2019,1,0.000000,2713.000000
1,3,2019,2,0.000000,860.000000
1,3,2019,3,0.000000,1509.000000
1,3,2019,4,0.000000,320.000000
1,3,2019,5,0.000000,862.000000
1,3,2019,6,0.000000,1212.000000
1,3,2019,7,0.000000,734.000000
1,3,2019,8,0.000000,1243.000000
1,3,2019,9,0.000000,1747.000000
1,3,2019,10,0.000000,3321.000000
1,3,2019,11,0.000000,661.000000
